Geography,2010 Mood Disorders Hospitalization No.,2010 Mood Disorders Hospitalization Rate*,2010 Male Mood Disorders Hospitalization No.,2010 Male Mood Disorders Hospitalization Rate*,2010 Female Mood Disorders Hospitalization No.,2010 Female Mood Disorders Hospitalization Rate*,2010 White Mood Disorders Hospitalization No.,2010 White Mood Disorders Hospitalization Rate*,2010 Black Mood Disorders Hospitalization No.,2010 Black Mood Disorders Hospitalization Rate*,2010 Hispanic Mood Disorders Hospitalization No.,2010 Hispanic Mood Disorders Hospitalization Rate*,2010 API‡ Mood Disorders Hospitalization No.,2010 API‡ Mood Disorders Hospitalization Rate*,2010 Other Race‡ Mood Disorders Hospitalization No.,2010 Other Race‡ Mood Disorders Hospitalization Rate*,2010 Ages 0‐14 Mood Disorders Hospitalization No.,2010 Ages 0‐14 Mood Disorders Hospitalization Rate*,2010 Ages 15-24 Mood Disorders Hospitalization No.,2010 Ages 15-24 Mood Disorders Hospitalization Rate*,2010 Ages 25-44 Mood Disorders Hospitalization No.,2010 Ages 25-44 Mood Disorders Hospitalization Rate*,2010 Ages 45-64 Mood Disorders Hospitalization No.,2010 Ages 45-64 Mood Disorders Hospitalization Rate*,2010 Ages 65+ Mood Disorders Hospitalization No.,2010 Ages 65+ Mood Disorders Hospitalization Rate*,2011 Mood Disorders Hospitalization No.,2011 Mood Disorders Hospitalization Rate*,2011 Male Mood Disorders Hospitalization No.,2011 Male Mood Disorders Hospitalization Rate*,2011 Female Mood Disorders Hospitalization No.,2011 Female Mood Disorders Hospitalization Rate*,2011 White Mood Disorders Hospitalization No.,2011 White Mood Disorders Hospitalization Rate*,2011 Black Mood Disorders Hospitalization No.,2011 Black Mood Disorders Hospitalization Rate*,2011 Hispanic Mood Disorders Hospitalization No.,2011 Hispanic Mood Disorders Hospitalization Rate*,2011 API‡ Mood Disorders Hospitalization No.,2011 API‡ Mood Disorders Hospitalization Rate*,2011 Other Race‡ Mood Disorders Hospitalization No.,2011 Other Race‡ Mood Disorders Hospitalization Rate*,2011 Ages 0‐14 Mood Disorders Hospitalization No.,2011 Ages 0‐14 Mood Disorders Hospitalization Rate*,2011 Ages 15-24 Mood Disorders Hospitalization No.,2011 Ages 15-24 Mood Disorders Hospitalization Rate*,2011 Ages 25-44 Mood Disorders Hospitalization No.,2011 Ages 25-44 Mood Disorders Hospitalization Rate*,2011 Ages 45-64 Mood Disorders Hospitalization No.,2011 Ages 45-64 Mood Disorders Hospitalization Rate*,2011 Ages 65+ Mood Disorders Hospitalization No.,2011 Ages 65+ Mood Disorders Hospitalization Rate*,2012 Mood Disorders Hospitalization No.,2012 Mood Disorders Hospitalization Rate*,2012 Male Mood Disorders Hospitalization No.,2012 Male Mood Disorders Hospitalization Rate*,2012 Female Mood Disorders Hospitalization No.,2012 Female Mood Disorders Hospitalization Rate*,2012 White Mood Disorders Hospitalization No.,2012 White Mood Disorders Hospitalization Rate*,2012 Black Mood Disorders Hospitalization No.,2012 Black Mood Disorders Hospitalization Rate*,2012 Hispanic Mood Disorders Hospitalization No.,2012 Hispanic Mood Disorders Hospitalization Rate*,2012 API‡ Mood Disorders Hospitalization No.,2012 API‡ Mood Disorders Hospitalization Rate*,2012 Other Race‡ Mood Disorders Hospitalization No.,2012 Other Race‡ Mood Disorders Hospitalization Rate*,2012 Ages 0‐14 Mood Disorders Hospitalization No.,2012 Ages 0‐14 Mood Disorders Hospitalization Rate*,2012 Ages 15-24 Mood Disorders Hospitalization No.,2012 Ages 15-24 Mood Disorders Hospitalization Rate*,2012 Ages 25-44 Mood Disorders Hospitalization No.,2012 Ages 25-44 Mood Disorders Hospitalization Rate*,2012 Ages 45-64 Mood Disorders Hospitalization No.,2012 Ages 45-64 Mood Disorders Hospitalization Rate*,2012 Ages 65+ Mood Disorders Hospitalization No.,2012 Ages 65+ Mood Disorders Hospitalization Rate*,2010 Mood Disorders Emergency Department Discharge No.,2010 Mood Disorders Emergency Department Discharge Rate*,2010 Male Mood Disorders Emergency Department Discharge No.,2010 Male Mood Disorders Emergency Department Discharge Rate*,2010 Female Mood Disorders Emergency Department Discharge No.,2010 Female Mood Disorders Emergency Department Discharge Rate*,2010 White Mood Disorders Emergency Department Discharge No.,2010 White Mood Disorders Emergency Department Discharge Rate*,2010 Black Mood Disorders Emergency Department Discharge No.,2010 Black Mood Disorders Emergency Department Discharge Rate*,2010 Hispanic Mood Disorders Emergency Department Discharge No.,2010 Hispanic Mood Disorders Emergency Department Discharge Rate*,2010 API‡ Mood Disorders Emergency Department Discharge No.,2010 API‡ Mood Disorders Emergency Department Discharge Rate*,2010 Other Race‡ Mood Disorders Emergency Department Discharge No.,2010 Other Race‡ Mood Disorders Emergency Department Discharge Rate*,2010 Ages 0‐14 Mood Disorders Emergency Department Discharge No.,2010 Ages 0‐14 Mood Disorders Emergency Department Discharge Rate*,2010 Ages 15-24 Mood Disorders Emergency Department Discharge No.,2010 Ages 15-24 Mood Disorders Emergency Department Discharge Rate*,2010 Ages 25-44 Mood Disorders Emergency Department Discharge No.,2010 Ages 25-44 Mood Disorders Emergency Department Discharge Rate*,2010 Ages 45-64 Mood Disorders Emergency Department Discharge No.,2010 Ages 45-64 Mood Disorders Emergency Department Discharge Rate*,2010 Ages 65+ Mood Disorders Emergency Department Discharge No.,2010 Ages 65+ Mood Disorders Emergency Department Discharge Rate*,2011 Mood Disorders Emergency Department Discharge No.,2011 Mood Disorders Emergency Department Discharge Rate*,2011 Male Mood Disorders Emergency Department Discharge No.,2011 Male Mood Disorders Emergency Department Discharge Rate*,2011 Female Mood Disorders Emergency Department Discharge No.,2011 Female Mood Disorders Emergency Department Discharge Rate*,2011 White Mood Disorders Emergency Department Discharge No.,2011 White Mood Disorders Emergency Department Discharge Rate*,2011 Black Mood Disorders Emergency Department Discharge No.,2011 Black Mood Disorders Emergency Department Discharge Rate*,2011 Hispanic Mood Disorders Emergency Department Discharge No.,2011 Hispanic Mood Disorders Emergency Department Discharge Rate*,2011 API‡ Mood Disorders Emergency Department Discharge No.,2011 API‡ Mood Disorders Emergency Department Discharge Rate*,2011 Other Race‡ Mood Disorders Emergency Department Discharge No.,2011 Other Race‡ Mood Disorders Emergency Department Discharge Rate*,2011 Ages 0‐14 Mood Disorders Emergency Department Discharge No.,2011 Ages 0‐14 Mood Disorders Emergency Department Discharge Rate*,2011 Ages 15-24 Mood Disorders Emergency Department Discharge No.,2011 Ages 15-24 Mood Disorders Emergency Department Discharge Rate*,2011 Ages 25-44 Mood Disorders Emergency Department Discharge No.,2011 Ages 25-44 Mood Disorders Emergency Department Discharge Rate*,2011 Ages 45-64 Mood Disorders Emergency Department Discharge No.,2011 Ages 45-64 Mood Disorders Emergency Department Discharge Rate*,2011 Ages 65+ Mood Disorders Emergency Department Discharge No.,2011 Ages 65+ Mood Disorders Emergency Department Discharge Rate*,2012 Mood Disorders Emergency Department Discharge No.,2012 Mood Disorders Emergency Department Discharge Rate*,2012 Male Mood Disorders Emergency Department Discharge No.,2012 Male Mood Disorders Emergency Department Discharge Rate*,2012 Female Mood Disorders Emergency Department Discharge No.,2012 Female Mood Disorders Emergency Department Discharge Rate*,2012 White Mood Disorders Emergency Department Discharge No.,2012 White Mood Disorders Emergency Department Discharge Rate*,2012 Black Mood Disorders Emergency Department Discharge No.,2012 Black Mood Disorders Emergency Department Discharge Rate*,2012 Hispanic Mood Disorders Emergency Department Discharge No.,2012 Hispanic Mood Disorders Emergency Department Discharge Rate*,2012 API‡ Mood Disorders Emergency Department Discharge No.,2012 API‡ Mood Disorders Emergency Department Discharge Rate*,2012 Other Race‡ Mood Disorders Emergency Department Discharge No.,2012 Other Race‡ Mood Disorders Emergency Department Discharge Rate*,2012 Ages 0‐14 Mood Disorders Emergency Department Discharge No.,2012 Ages 0‐14 Mood Disorders Emergency Department Discharge Rate*,2012 Ages 15-24 Mood Disorders Emergency Department Discharge No.,2012 Ages 15-24 Mood Disorders Emergency Department Discharge Rate*,2012 Ages 25-44 Mood Disorders Emergency Department Discharge No.,2012 Ages 25-44 Mood Disorders Emergency Department Discharge Rate*,2012 Ages 45-64 Mood Disorders Emergency Department Discharge No.,2012 Ages 45-64 Mood Disorders Emergency Department Discharge Rate*,2012 Ages 65+ Mood Disorders Emergency Department Discharge No.,2012 Ages 65+ Mood Disorders Emergency Department Discharge Rate*
Vista,303,301.7,130,256.39999999999998,173,347.9,214,488,13,480.2,59,126.4,5,120.6,<5,§,20,93.9,97,578.79999999999995,79,275.2,82,348,25,247.7,332,327.60000000000002,138,270,194,386.3,228,522.6,14,532.29999999999995,57,119.4,8,189.3,20,648.29999999999995,26,121.4,89,539.70000000000005,85,293.8,116,481.6,16,153.69999999999999,322,315.39999999999998,133,258.2,189,373.7,231,534.5,23,906.2,46,94.1,6,139.4,10,319.2,37,169.5,70,432.5,102,349.2,93,383.4,20,188.6,245,243.9,133,262.3,112,225.2,156,355.7,14,517.20000000000005,54,115.7,6,144.69999999999999,13,425.5,8,37.5,77,459.5,105,365.8,43,182.5,12,118.9,263,259.60000000000002,126,246.5,137,272.8,168,385,11,418.3,72,150.80000000000001,<5,§,8,259.3,16,74.7,60,363.8,101,349.1,73,303.10000000000002,13,124.9,299,292.89999999999998,153,297.10000000000002,146,288.7,194,448.9,20,788,73,149.30000000000001,5,116.1,7,223.4,24,109.9,71,438.7,103,352.6,91,375.2,10,94.3
North Inland Region,1534,269.39999999999998,628,223.9,906,313.5,1216,386.3,52,502.4,151,92.1,44,74.400000000000006,43,202.9,148,123.8,378,490.3,415,279.60000000000002,448,294.10000000000002,145,201,1627,283.2,629,222.2,998,342.3,1206,384.2,55,540,201,119.4,56,92.5,73,338.6,146,123,444,556.79999999999995,438,297.89999999999998,478,309.39999999999998,121,162.1,1764,303.2,716,249.9,1048,354.9,1282,408.9,59,586.4,231,133,51,81.599999999999994,96,435.4,155,129.5,502,605.29999999999995,451,308.7,479,308.39999999999998,177,227.4,878,154.19999999999999,391,139.4,487,168.5,667,211.9,40,386.5,122,74.400000000000006,16,27,27,127.4,26,21.8,182,236.1,300,202.1,300,197,70,97,931,162,397,140.30000000000001,534,183.2,631,201,48,471.3,183,108.7,32,52.8,34,157.69999999999999,38,32,217,272.10000000000002,337,229.2,280,181.2,59,79,963,165.5,418,145.9,545,184.5,708,225.8,39,387.6,154,88.7,24,38.4,33,149.69999999999999,39,32.6,251,302.60000000000002,304,208.1,281,180.9,88,113
Anza‐Borrego Springs,20,450.5,11,489.8,9,410.2,16,570.79999999999995,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,5,817,9,620.70000000000005,<5,§,22,471.4,14,595.70000000000005,8,345.3,20,708.7,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,7,1104.0999999999999,7,480.1,<5,§,16,323.10000000000002,10,403.6,6,242.5,14,490.7,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,9,626.70000000000005,<5,§,7,157.69999999999999,<5,§,6,273.5,7,249.7,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,5,344.8,<5,§,9,192.8,<5,§,6,259,7,248.1,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§
Escondido,484,296.89999999999998,190,234.9,294,357.9,370,520.4,23,683.5,69,93.1,8,78.3,7,165.3,40,110.5,102,397.9,144,318.10000000000002,152,395.9,46,262.5,546,332.5,214,262.60000000000002,332,401.3,368,521.70000000000005,31,941.4,107,141.30000000000001,10,96.4,21,487.9,43,119.1,127,490.4,158,349.1,187,477.9,31,173.9,624,377.2,230,280.39999999999998,394,472.3,435,623.5,27,835.1,107,138.1,12,113.7,31,707.6,50,136.6,158,604.79999999999995,177,391.5,174,443.3,65,356.3,384,235.6,180,222.6,204,248.3,286,402.3,19,564.6,63,85,5,49,8,188.9,14,38.700000000000003,72,280.8,130,287.2,137,356.8,31,176.9,418,254.5,184,225.8,234,282.8,268,380,33,1002.1,99,130.69999999999999,9,86.7,7,162.6,15,41.5,87,335.9,155,342.5,144,368,17,95.4,443,267.8,195,237.7,248,297.3,317,454.3,23,711.4,79,101.9,8,75.8,15,342.4,16,43.7,107,409.6,151,334,125,318.5,44,241.2
Fallbrook,134,283.3,68,288.8,66,277.8,112,410.2,<5,§,14,81.2,<5,§,<5,§,14,158.5,41,575.5,21,210.3,34,258,24,293.3,130,271.60000000000002,48,201.2,82,341.4,99,363.5,<5,§,20,112.3,<5,§,<5,§,15,169.5,33,455.4,35,346.1,33,251.1,14,164.3,105,218,46,191.4,59,244.4,69,256.10000000000002,<5,§,25,136.19999999999999,<5,§,7,600.9,5,55.4,28,384.9,28,274.89999999999998,29,224.9,15,170.8,67,141.6,30,127.4,37,155.80000000000001,44,161.1,<5,§,18,104.4,<5,§,<5,§,<5,§,17,238.6,24,240.3,17,129,7,85.5,94,196.4,39,163.5,55,229,63,231.3,<5,§,25,140.4,<5,§,<5,§,<5,§,19,262.2,41,405.4,23,175,7,82.1,90,186.8,34,141.5,56,232,63,233.8,<5,§,20,109,<5,§,<5,§,<5,§,30,412.4,33,324,20,155.1,6,68.3
North San Diego,250,234.6,133,258.3,117,212.6,196,312.8,6,235.6,10,93.9,19,74.099999999999994,11,218.6,28,124.8,70,611.6,61,197.8,67,231.4,24,186.3,349,324.3,131,251.8,218,392.2,267,425.1,<5,§,27,246.8,23,87.5,18,352.6,43,192.3,124,1033.3,85,279.3,68,230.4,29,217.9,351,316.39999999999998,160,298.3,191,333.4,245,382,12,482.3,30,260.5,27,98.2,21,397.2,32,139.69999999999999,139,1059.0999999999999,72,237.2,72,236.8,36,254.7,101,94.8,45,87.4,56,101.7,77,122.9,5,196.3,<5,§,8,31.2,9,178.8,<5,§,22,192.2,35,113.5,29,100.2,12,93.2,108,100.4,47,90.3,61,109.7,83,132.19999999999999,<5,§,10,91.4,9,34.299999999999997,6,117.5,<5,§,33,275,29,95.3,31,105,11,82.7,101,91.1,55,102.5,46,80.3,72,112.3,7,281.39999999999998,8,69.5,6,21.8,7,132.4,<5,§,33,251.4,27,88.9,26,85.5,11,77.8
Palomar‐Julian,9,143.6,<5,§,5,157,8,173.2,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,10,155.6,6,189.3,<5,§,8,172.9,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,23,352.3,15,467.4,8,241,20,435.8,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,10,901.7,<5,§,9,547.79999999999995,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,7,108.9,<5,§,5,153.4,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,9,137.80000000000001,5,155.80000000000001,<5,§,8,174.3,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§
Pauma,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,15,193,8,199.9,7,185.7,8,256.10000000000002,<5,§,<5,§,<5,§,5,372.6,<5,§,8,736.6,<5,§,6,293.10000000000002,<5,§,9,115.4,<5,§,5,132.1,8,267.89999999999998,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,6,294.8,<5,§,15,201.1,6,156,9,249.2,7,225.7,<5,§,5,185.4,<5,§,<5,§,<5,§,<5,§,5,251.5,7,348.6,<5,§,6,77.2,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,5,64.099999999999994,<5,§,5,132.1,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§
Poway,221,256.10000000000002,80,189.7,141,319.39999999999998,179,308.8,7,463.3,20,193.7,5,38.1,6,177.8,20,112.9,69,682.6,48,230.7,60,223.3,24,221.8,217,249.7,79,186.1,138,310.5,180,310.60000000000002,8,540.5,6,56.5,12,89.3,7,205.3,13,75.400000000000006,74,675.6,43,213.7,71,259.8,16,142.1,244,279.2,100,234.2,144,322.2,188,325.2,8,555.20000000000005,19,173.7,6,43.6,18,522.29999999999995,24,142.6,67,564.20000000000005,60,308,74,270.7,19,160.19999999999999,94,108.9,43,102,51,115.5,79,136.30000000000001,6,397.1,<5,§,<5,§,<5,§,<5,§,23,227.5,33,158.6,28,104.2,7,64.7,84,96.7,29,68.3,55,123.7,57,98.4,<5,§,11,103.5,8,59.5,<5,§,<5,§,22,200.8,22,109.3,25,91.5,11,97.7,73,83.5,33,77.3,40,89.5,60,103.8,<5,§,7,64,<5,§,<5,§,<5,§,22,185.2,19,97.5,25,91.4,6,50.6
Ramona,128,367.1,50,285.2,78,449.9,111,446.9,<5,§,7,85.3,<5,§,<5,§,13,185.6,34,658,47,591.9,30,272.3,<5,§,110,310.39999999999998,40,224.7,70,396.9,86,343.7,<5,§,9,105.6,<5,§,6,591.1,6,87.8,29,528.70000000000005,39,493.4,33,294.8,<5,§,127,356.4,60,335.5,67,377.5,114,457.3,<5,§,8,91.1,<5,§,<5,§,13,193.6,33,578.70000000000005,36,459.8,38,342,7,163.6,54,154.9,26,148.30000000000001,28,161.5,47,189.2,<5,§,6,73.099999999999994,<5,§,<5,§,<5,§,12,232.2,20,251.9,22,199.7,<5,§,56,158,27,151.69999999999999,29,164.4,50,199.8,<5,§,<5,§,<5,§,<5,§,<5,§,16,291.7,24,303.60000000000002,11,98.3,<5,§,64,179.6,29,162.1,35,197.2,60,240.7,<5,§,<5,§,<5,§,<5,§,<5,§,15,263.10000000000002,22,281,24,216,<5,§
San Marcos,224,249,69,156.80000000000001,155,337.2,171,376.3,12,681,24,73.599999999999994,5,68.599999999999994,8,278.7,23,114.8,48,382.6,57,225.7,78,382.8,18,153,190,210.7,68,154.1,122,264.8,143,318.2,9,526.29999999999995,23,69.2,5,67.5,5,173.5,20,100.6,32,250.3,58,232.9,57,275.3,23,193.2,223,243.8,77,172.1,146,312.5,164,365.3,7,419.7,31,90.2,5,65.8,10,341.4,27,133.9,56,424.2,51,205.4,68,322.39999999999998,21,172.4,126,140.1,53,120.5,73,158.80000000000001,95,209.1,7,397.3,21,64.400000000000006,<5,§,<5,§,<5,§,27,215.2,40,158.4,47,230.7,10,85,106,117.5,44,99.7,62,134.6,64,142.4,8,467.8,25,75.2,5,67.5,<5,§,8,40.200000000000003,24,187.7,43,172.7,24,115.9,7,58.8,155,169.5,56,125.2,99,211.9,108,240.6,<5,§,32,93.1,<5,§,6,204.8,17,84.3,32,242.4,39,157.1,51,241.8,16,131.30000000000001
Valley Center,60,257.2,20,170.8,40,344.2,49,327.5,<5,§,<5,§,<5,§,5,319.5,6,145.5,12,388.2,27,581.5,12,156,<5,§,38,162,21,178.5,17,145.4,27,182.1,<5,§,6,100.1,<5,§,5,315.10000000000002,<5,§,12,368.4,11,244,12,156.80000000000001,<5,§,42,178.3,14,118.5,28,238.6,25,170.6,<5,§,8,128.69999999999999,<5,§,6,370.6,<5,§,18,531.9,11,247.7,6,80.2,<5,§,29,124.3,7,59.8,22,189.3,25,167.1,<5,§,<5,§,<5,§,<5,§,<5,§,6,194.1,13,280,7,91,<5,§,43,183.3,20,170,23,196.7,33,222.5,<5,§,7,116.7,<5,§,<5,§,<5,§,11,337.7,18,399.3,12,156.80000000000001,<5,§,20,84.9,10,84.6,10,85.2,14,95.6,<5,§,<5,§,<5,§,<5,§,<5,§,9,266,6,135.1,<5,§,<5,§
South Region,1163,248.2,457,195.2,706,301.2,550,560.5,75,380.6,428,154.1,69,116,18,134.1,94,92.9,302,373.8,313,237.3,380,358.4,74,152.4,1236,263.3,527,225.5,709,300.8,564,586.70000000000005,82,436.2,458,162.9,58,96.7,27,201,121,120.2,373,459.4,319,244.9,327,302.89999999999998,96,194.3,1318,278.39999999999998,581,246.9,737,309.60000000000002,583,614.5,80,440.2,546,190.9,40,65.900000000000006,40,293.5,112,109.7,362,438.8,365,282.5,381,349.5,98,194.1,551,117.6,224,95.7,327,139.5,262,267,31,157.30000000000001,221,79.599999999999994,30,50.4,<5,§,20,19.8,130,160.9,187,141.80000000000001,163,153.80000000000001,51,105,607,129.30000000000001,256,109.5,351,148.9,279,290.2,29,154.30000000000001,240,85.4,35,58.4,20,148.9,33,32.799999999999997,139,171.2,196,150.5,184,170.4,55,111.3,615,129.9,272,115.6,343,144.1,248,261.39999999999998,31,170.6,284,99.3,36,59.3,16,117.4,31,30.4,153,185.5,198,153.19999999999999,194,177.9,39,77.2
Chula Vista,482,418.3,201,361.9,281,470.7,249,1165.5999999999999,19,480.9,184,226.2,16,265.60000000000002,8,312.3,44,179.7,126,670.5,108,348.7,166,627.29999999999995,38,261.8,475,409.8,214,383.3,261,434.4,218,1041.5,31,809.6,171,207.2,21,346.4,13,507,50,204.9,141,741.8,122,394.8,114,423.2,48,327.2,516,442.5,227,404.4,289,478,236,1155.7,32,866,215,256.5,11,180.7,13,503.7,43,173.6,129,670.2,146,476.3,162,596.9,36,243.4,265,230,116,208.9,149,249.6,145,678.8,15,379.7,94,115.6,7,116.2,<5,§,10,40.799999999999997,65,345.9,85,274.39999999999998,76,287.2,29,199.8,290,250.2,125,223.9,165,274.60000000000002,145,692.7,15,391.7,110,133.30000000000001,10,164.9,8,312,19,77.900000000000006,65,342,96,310.7,80,297,30,204.5,245,210.1,118,210.2,127,210,111,543.6,11,297.7,106,126.5,11,180.7,6,232.5,12,48.4,49,254.6,75,244.7,91,335.3,18,121.7
Coronado,37,149.80000000000001,14,96.3,23,226.5,32,178.6,<5,§,<5,§,<5,§,<5,§,5,159.69999999999999,6,92.7,14,212.4,11,219.1,<5,§,42,180,15,112.2,27,271.10000000000002,32,187.4,<5,§,<5,§,<5,§,<5,§,<5,§,11,193.5,11,183.1,9,179.6,7,197.7,41,176.8,16,121.1,25,250.7,39,231.2,<5,§,<5,§,<5,§,<5,§,5,162.4,8,140.9,10,170,13,263.60000000000002,5,138.30000000000001,16,64.8,<5,§,12,118.2,15,83.7,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,6,91,6,119.5,<5,§,14,60,<5,§,12,120.5,12,70.3,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,14,60.4,<5,§,10,100.3,14,83,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§,<5,§
National City,152,260.60000000000002,66,220,86,303.7,69,1015.8,10,390.8,55,148.1,15,142.30000000000001,<5,§,8,65.599999999999994,32,261.2,31,197.1,68,567.1,13,210.9,188,321.39999999999998,69,229.9,119,417.8,79,1198.5999999999999,12,484.5,88,234.3,7,66.2,<5,§,17,139.6,45,367.7,45,284.8,65,533.1,16,263.2,177,301.3,92,305.89999999999998,85,296.39999999999998,63,984.4,10,415.1,82,215.4,13,123,<5,§,8,64.900000000000006,46,373.7,52,327.7,46,376.4,25,414.3,76,130.30000000000001,32,106.7,44,155.4,22,323.89999999999998,<5,§,42,113.1,10,94.9,<5,§,<5,§,8,65.3,30,190.8,29,241.8,5,81.099999999999994,91,155.6,42,140,49,172,35,531,<5,§,40,106.5,9,85.1,<5,§,<5,§,13,106.2,27,170.9,39,319.89999999999998,8,131.6,101,171.9,48,159.6,53,184.8,39,609.4,6,249.1,40,105.1,16,151.4,<5,§,<5,§,24,195,33,208,30,245.5,10,165.7
South Bay,297,220.1,117,171.9,180,269.2,119,579.79999999999995,23,424,128,138.5,18,137.80000000000001,<5,§,20,67.599999999999994,64,267.8,107,282.10000000000002,91,297.39999999999998,15,116.2,328,242.7,143,210.1,185,275.8,130,646.29999999999995,15,289,149,159.69999999999999,15,114.8,6,172.6,28,94.5,93,391.3,99,263.2,91,294.39999999999998,17,128.80000000000001,393,289.8,168,246.4,225,333.8,151,767.5,20,402.8,194,205.5,<5,§,15,429.7,38,125.7,114,483.6,103,275.2,121,391.5,17,126.4,141,104.5,52,76.400000000000006,89,133.1,59,287.5,8,147.5,65,70.3,8,61.2,<5,§,6,20.3,35,146.5,49,129.19999999999999,40,130.69999999999999,11,85.2,147,108.8,60,88.2,87,129.69999999999999,58,288.3,7,134.80000000000001,69,74,8,61.2,<5,§,7,23.6,37,155.69999999999999,50,132.9,44,142.30000000000001,9,68.2,174,128.30000000000001,68,99.7,106,157.19999999999999,51,259.2,7,141,104,110.1,6,46,6,171.9,10,33.1,49,207.9,58,155,48,155.30000000000001,9,66.900000000000006
Sweetwater,195,144.1,59,89.5,136,196,81,256.8,23,368.4,60,94.5,20,69.2,6,116,17,53.4,74,382,53,130.30000000000001,44,137.80000000000001,7,60.9,203,148.6,86,129.4,117,166.9,105,334.1,22,363.9,49,75.900000000000006,13,44.3,6,114.7,22,70.099999999999994,83,405,42,105.2,48,145.9,8,67.099999999999994,191,137.19999999999999,78,115.2,113,158,94,298.3,18,305.10000000000002,55,82.9,13,43.2,8,149,18,56.8,65,299.7,54,137.1,39,115.3,15,119,53,39.200000000000003,20,30.3,33,47.6,21,66.599999999999994,6,96.1,20,31.5,<5,§,<5,§,<5,§,20,103.2,17,41.8,12,37.6,<5,§,65,47.6,27,40.6,38,54.2,29,92.3,<5,§,19,29.4,8,27.2,5,95.6,<5,§,21,102.5,19,47.6,17,51.7,5,42,81,58.2,34,50.2,47,65.7,33,104.7,7,118.7,34,51.2,<5,§,<5,§,<5,§,28,129.1,28,71.099999999999994,21,62.1,<5,§
Unknown,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,1111,‐‐‐,791,‐‐‐,320,‐‐‐,766,‐‐‐,110,‐‐‐,130,‐‐‐,9,‐‐‐,52,‐‐‐,7,‐‐‐,128,‐‐‐,470,‐‐‐,461,‐‐‐,45,‐‐‐,191,‐‐‐,142,‐‐‐,49,‐‐‐,148,‐‐‐,17,‐‐‐,20,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,29,‐‐‐,82,‐‐‐,75,‐‐‐,<5,‐‐‐,160,‐‐‐,108,‐‐‐,52,‐‐‐,118,‐‐‐,13,‐‐‐,19,‐‐‐,<5,‐‐‐,7,‐‐‐,<5,‐‐‐,15,‐‐‐,81,‐‐‐,59,‐‐‐,5,‐‐‐,8,‐‐‐,<5,‐‐‐,5,‐‐‐,5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐,<5,‐‐‐
